Source id,Endpoint id,Used,Namespace,Target,Action,Command name (without Command suffix),Composite,Auto owner,Legacy,Comment
remote-cc-api-v2,[GET] /v2/organisations/:XXX/applications,true,Application,,List,ListApplication,false,false,,
remote-cc-api-v2,[POST] /v2/organisations/:XXX/applications,true,Application,,Create,CreateApplication,false,false,,
remote-cc-api-v2,[GET] /v2/organisations/:XXX/applications/:XXX/tcpRedirs,true,TcpRedirection,,List,ListTcpRedirection,false,true,,
remote-cc-api-v2,[POST] /v2/organisations/:XXX/applications/:XXX/tcpRedirs,true,TcpRedirection,,Create,CreateTcpRedirection,false,true,,
remote-cc-api-v2,[GET] /v2/organisations/:XXX/applications/:XXX/udpRedirs,false,,,,,,,,
remote-cc-api-v2,[POST] /v2/organisations/:XXX/applications/:XXX/udpRedirs,false,,,,,,,,
remote-cc-api-v2,[GET] /v2/organisations/:XXX/applications/:XXX,true,Application,,Get,GetApplication,true,true,,
remote-cc-api-v2,[PUT] /v2/organisations/:XXX/applications/:XXX,true,Application,,Update,UpdateApplication,true,true,,À fusionner avec update application
remote-cc-api-v2,[DELETE] /v2/organisations/:XXX/applications/:XXX,true,Application,,Delete,DeleteApplication,false,true,,
remote-cc-api-v2,[GET] /v2/organisations/:XXX/applications/:XXX/env,true,Environment,,Get,GetEnvironment*,,,,Fusion avec app/addon et avec inlude links
remote-cc-api-v2,[PUT] /v2/organisations/:XXX/applications/:XXX/env,true,Environment,,Update,UpdateEnvironment,false,true,,
remote-cc-api-v2,[PUT] /v2/organisations/:XXX/applications/:XXX/env/:XXX,true,Environment,Variable,Update,UpdateEnvironmentVariable,false,true,,On devrait arreter ça à terme coté CLI
remote-cc-api-v2,[DELETE] /v2/organisations/:XXX/applications/:XXX/env/:XXX,true,Environment,Variable,Delete,DeleteEnvironmentVariable,false,true,,On devrait arreter ça à terme coté CLI
remote-cc-api-v2,[GET] /v2/organisations/:XXX/applications/:XXX/addons,true,Link,,List,ListLink*,,,,À fusionner
remote-cc-api-v2,[POST] /v2/organisations/:XXX/applications/:XXX/addons,true,Link,,Add,AddLink*,,,,À fusionner
remote-cc-api-v2,[GET] /v2/organisations/:XXX/applications/:XXX/branches,true,Application,Branches,Get,GetApplicationBranches,,,,À fusionner avec get application
remote-cc-api-v2,[GET] /v2/organisations/:XXX/applications/:XXX/instances/:XXX,true,Instance,,Get,GetInstance*,false,true,true,À mettre en legacy et fusionner avec le endpoint full orga
remote-cc-api-v2,[GET] /v2/organisations/:XXX/applications/:XXX/instances,true,Instance,,List,ListInstance*,false,true,true,À mettre en legacy et fusionner avec le endpoint full orga
remote-cc-api-v2,[POST] /v2/organisations/:XXX/applications/:XXX/instances,true,Application,,Deploy,DeployApplication,false,true,,
remote-cc-api-v2,[DELETE] /v2/organisations/:XXX/applications/:XXX/instances,true,Application,,Undeploy,UndeployApplication,false,true,,
remote-cc-api-v2,[GET] /v2/organisations/:XXX/applications/:XXX/addons/env,true,Environment,,Get,GetEnvironment*,,,,Fusion avec app/addon et avec inlude links
remote-cc-api-v2,[GET] /v2/organisations/:XXX/applications/:XXX/exposed_env,true,Environment,Exposed,Get,GetExposedEnvironment,false,true,,
remote-cc-api-v2,[PUT] /v2/organisations/:XXX/applications/:XXX/exposed_env,true,Environment,Exposed,Update,UpdateExposedEnvironment,false,true,,
remote-cc-api-v2,[DELETE] /v2/organisations/:XXX/applications/:XXX/tcpRedirs/:XXX,true,TcpRedirection,,Delete,DeleteTcpRedirection,false,true,,
remote-cc-api-v2,[DELETE] /v2/organisations/:XXX/applications/:XXX/udpRedirs/:XXX,false,,,,,,,,
remote-cc-api-v2,[PUT] /v2/organisations/:XXX/applications/:XXX/branch,true,Application,,Update,UpdateApplication*,,,,À fusionner avec update application
remote-cc-api-v2,[PUT] /v2/organisations/:XXX/applications/:XXX/buildflavor,true,Application,,Update,UpdateApplication*,,,,À fusionner avec update application
remote-cc-api-v2,[DELETE] /v2/organisations/:XXX/applications/:XXX/addons/:XXX,true,Link,,Remove,RemoveLink*,,,,À fusionner
remote-cc-api-v2,[GET] /v2/organisations/:XXX/consumers,false,,,,,,,,
remote-cc-api-v2,[POST] /v2/organisations/:XXX/consumers,true,OauthConsumer,,Create,CreateOauthConsumer,false,true,,
remote-cc-api-v2,[GET] /v2/organisations/:XXX/consumers/:XXX,true,OauthConsumer,,Get,GetOauthConsumer,true,true,,On fusionne avec get secret
remote-cc-api-v2,[PUT] /v2/organisations/:XXX/consumers/:XXX,true,OauthConsumer,,Update,UpdateOauthConsumer,false,true,,
remote-cc-api-v2,[DELETE] /v2/organisations/:XXX/consumers/:XXX,true,OauthConsumer,,Delete,DeleteOauthConsumer,false,true,,
remote-cc-api-v2,[GET] /v2/organisations/:XXX/consumers/:XXX/secret,true,OauthConsumer,,Get,GetOauthConsumer*,,,,On fusionne avec get principal (maybe merge with OAuthConsumerGet with withSecret boolean param)
remote-cc-api-v2,[GET] /v2/organisations/:XXX/credits,false,,,,,,,,
remote-cc-api-v2,[GET] /v2/organisations/:XXX/consumptions,false,,,,,,,,
remote-cc-api-v2,[GET] /v2/organisations/:XXX/members,true,Organisation,Member,List,ListOrganisationMember,false,false,,
remote-cc-api-v2,[POST] /v2/organisations/:XXX/members,true,Organisation,Member,Add,AddOrganisationMember,false,false,,
remote-cc-api-v2,[PUT] /v2/organisations/:XXX/members/:XXX,true,Organisation,Member,Update,UpdateOrganisationMember,false,false,,
remote-cc-api-v2,[DELETE] /v2/organisations/:XXX/members/:XXX,true,Organisation,Member,Remove,RemoveOrganisationMember,false,false,,
remote-cc-api-v2,[GET] /v2/organisations/:XXX/payments/methods,false,,,,,,,,
remote-cc-api-v2,[POST] /v2/organisations/:XXX/payments/methods,false,,,,,,,,
remote-cc-api-v2,[GET] /v2/organisations/:XXX/payments/billings,false,,,,,,,,
remote-cc-api-v2,[POST] /v2/organisations/:XXX/payments/billings,false,,,,,,,,
remote-cc-api-v2,[GET] /v2/organisations/:XXX/payments/billings/:XXX,false,,,,,,,,
remote-cc-api-v2,[PUT] /v2/organisations/:XXX/payments/billings/:XXX,false,,,,,,,,
remote-cc-api-v2,[DELETE] /v2/organisations/:XXX/payments/billings/:XXX,false,,,,,,,,
remote-cc-api-v2,[DELETE] /v2/organisations/:XXX/payments/methods/:XXX,false,,,,,,,,
remote-cc-api-v2,[GET] /v2/organisations/:XXX/payments/recurring,false,,,,,,,,
remote-cc-api-v2,[DELETE] /v2/organisations/:XXX/payments/recurring,false,,,,,,,,
remote-cc-api-v2,[GET] /v2/organisations/:XXX/payments/methods/default,false,,,,,,,,
remote-cc-api-v2,[PUT] /v2/organisations/:XXX/payments/methods/default,false,,,,,,,,
remote-cc-api-v2,[GET] /v2/organisations/:XXX/payments/monthlyinvoice,false,,,,,,,,
remote-cc-api-v2,[GET] /v2/organisations/:XXX/payments/methods/newintent,false,,,,,,,,
remote-cc-api-v2,[GET] /v2/organisations/:XXX/payments/billings/:XXX.pdf,false,,,,,,,,
remote-cc-api-v2,[GET] /v2/organisations/:XXX/payments/tokens/stripe,false,,,,,,,,
remote-cc-api-v2,[GET] /v2/organisations/:XXX/payments/billings/unpaid,false,,,,,,,,
remote-cc-api-v2,[GET] /v2/organisations/:XXX/payments/fullprice/:XXX,false,,,,,,,,
remote-cc-api-v2,[PUT] /v2/organisations/:XXX/payments/monthlyinvoice/maxcredit,false,,,,,,,,
remote-cc-api-v2,[GET] /v2/organisations,true,Organisation,,List,ListOrganisation,false,false,,
remote-cc-api-v2,[POST] /v2/organisations,true,Organisation,,Create,CreateOrganisation,false,false,,
remote-cc-api-v2,[PUT] /v2/invoice/external/paypal/:XXX,false,,,,,,,,
remote-cc-api-v2,[DELETE] /v2/invoice/external/paypal/:XXX,false,,,,,,,,
remote-cc-api-v2,[POST] /v2/invoice/external/:XXX,false,,,,,,,,
remote-cc-api-v2,[POST] /v2/vendor/apps/:XXX/consumptions,false,,,,,,,,
remote-cc-api-v2,[GET] /v2/vendor/apps/:XXX,false,,,,,,,,
remote-cc-api-v2,[PUT] /v2/vendor/apps/:XXX,false,,,,,,,,
remote-cc-api-v2,[PUT] /v2/vendor/apps/:XXX/migration_callback,false,,,,,,,,
remote-cc-api-v2,[GET] /v2/vendor/apps,false,,,,,,,,
remote-cc-api-v2,[GET] /v2/vendor/apps/:XXX/logscollector,false,,,,,,,,
remote-cc-api-v2,[POST] /v2/vendor/addons,false,,,,,,,,
remote-cc-api-v2,[GET] /v2/application/:XXX/environment,false,,,,,,,,
remote-cc-api-v2,[PUT] /v2/application/:XXX/environment,false,,,,,,,,
remote-cc-api-v2,[GET] /v2/newsfeeds/blog,false,,,,,,,,
remote-cc-api-v2,[GET] /v2/newsfeeds/engineering,false,,,,,,,,
remote-cc-api-v2,[GET] /v2/password_forgotten,false,,,,,,,,
remote-cc-api-v2,[POST] /v2/password_forgotten,true,,,,IGNORE,,,,C'est un POST de formulaire; ça devrait pas être dispo dans le client
remote-cc-api-v2,[GET] /v2/password_forgotten/:XXX,false,,,,,,,,
remote-cc-api-v2,[POST] /v2/password_forgotten/:XXX,false,,,,,,,,
remote-cc-api-v2,[PUT] /v2/payments/:XXX/end/stripe,false,,,,,,,,
remote-cc-api-v2,[POST] /v2/payments/:XXX/end/stripe,false,,,,,,,,
remote-cc-api-v2,[GET] /v2/payments/providers,false,,,,,,,,
remote-cc-api-v2,[GET] /v2/payments/coupons/:XXX,false,,,,,,,,
remote-cc-api-v2,[GET] /v2/payments/assets/pay_button/:XXX/button.png,false,,,,,,,,
remote-cc-api-v2,[GET] /v2/payments/tokens/stripe,false,,,,,,,,
remote-cc-api-v2,[POST] /v2/payments/webhooks/stripe/sepa,false,,,,,,,,
remote-cc-api-v2,[GET] /v2/products/addonproviders/:XXX,true,Product,Addon,Get,GetProductAddon,false,false,,
remote-cc-api-v2,[GET] /v2/products/addonproviders/:XXX/informations,false,,,,,,,,
remote-cc-api-v2,[GET] /v2/products/addonproviders/:XXX/versions,true,,,,IGNORE,,,,C'est la meme chose que [GET] /v4/addon-providers/:XXX mais avec moins d'info (on a pas les options). On peut tout à fait utiliser l'autre et virer celui là
remote-cc-api-v2,[GET] /v2/products/addonproviders,true,Product,Addon,List,ListProductAddon,false,false,,
remote-cc-api-v2,[GET] /v2/products/instances,true,Product,Runtime,List,ListProductRuntime,false,false,,
remote-cc-api-v2,[GET] /v2/products/packages,false,,,,,,,,
remote-cc-api-v2,[GET] /v2/products/countries,false,,,,,,,,
remote-cc-api-v2,[GET] /v2/products/countrycodes,false,,,,,,,,
remote-cc-api-v2,[GET] /v2/products/prices,true,,,,IGNORE,,,,C'est le truc des drops. ça doit disparaitre
remote-cc-api-v2,[GET] /v2/products/flavors,false,,,,,,,,
remote-cc-api-v2,[GET] /v2/products/instances/:XXX-:XXX,false,Product,Runtime,Get,GetProductRuntime,,,,
remote-cc-api-v2,[GET] /v2/products/mfa_kinds,false,,,,,,,,
remote-cc-api-v2,[GET] /v2/products/zones,false,,,,,,,,
remote-cc-api-v2,[GET] /v2/vat_check,true,VatNumber,,Check,CheckVatNumber,false,false,,
remote-cc-api-v2,[GET] /v2/users/:XXX,false,,,,,,,,
remote-cc-api-v2,[GET] /v2/users/:XXX/applications,false,,,,,,,,
remote-cc-api-v2,[GET] /v2/users/:XXX/git-info,false,,,,,,,,
remote-cc-api-v2,[PUT] /v2/self/change_password,true,Auth,Password,Update,UpdateAuthPassword,false,false,,
remote-cc-api-v2,[GET] /v2/self,true,Profile,,Get,GetProfile,false,false,,
remote-cc-api-v2,[PUT] /v2/self,true,Profile,,Update,UpdateProfile,false,false,,
remote-cc-api-v2,[DELETE] /v2/self,false,,,,,,,,
remote-cc-api-v2,[GET] /v2/self/confirmation_email,true,Profile,EmailConfirmation,Request,RequestProfileEmailConfirmation,false,false,,
remote-cc-api-v2,[GET] /v2/self/id,true,,,,IGNORE,,,,Passer par juste le full get
remote-cc-api-v2,[GET] /v2/self/instances,false,,,,,,,,
remote-cc-api-v2,[GET] /v2/self/payment-info,false,,,,,,,,
remote-cc-api-v2,[PUT] /v2/self/avatar,true,Profile,Avatar,Update,UpdateProfileAvatar,false,false,,
remote-cc-api-v2,[GET] /v2/self/validate_email,false,,,,,,,,
remote-cc-api-v2,[PUT] /v2/self/addons/:XXX/tags/:XXX,true,,,,PERSONAL_ORGA,,,,
remote-cc-api-v2,[DELETE] /v2/self/addons/:XXX/tags/:XXX,true,,,,PERSONAL_ORGA,,,,
remote-cc-api-v2,[GET] /v2/self/addons/:XXX/tags,true,,,,PERSONAL_ORGA,,,,
remote-cc-api-v2,[PUT] /v2/self/addons/:XXX/plan,false,,,,,,,,
remote-cc-api-v2,[GET] /v2/self/addons/:XXX,true,,,,PERSONAL_ORGA,,,,
remote-cc-api-v2,[PUT] /v2/self/addons/:XXX,true,,,,PERSONAL_ORGA,,,,
remote-cc-api-v2,[DELETE] /v2/self/addons/:XXX,true,,,,PERSONAL_ORGA,,,,
remote-cc-api-v2,[GET] /v2/self/addons/:XXX/env,true,,,,PERSONAL_ORGA,,,,
remote-cc-api-v2,[GET] /v2/self/addons,true,,,,PERSONAL_ORGA,,,,
remote-cc-api-v2,[POST] /v2/self/addons,true,,,,PERSONAL_ORGA,,,,
remote-cc-api-v2,[GET] /v2/self/addons/:XXX/applications,true,,,,PERSONAL_ORGA,,,,
remote-cc-api-v2,[GET] /v2/self/addons/:XXX/sso,true,,,,PERSONAL_ORGA,,,,
remote-cc-api-v2,[POST] /v2/self/addons/preorders,false,,,,,,,,
remote-cc-api-v2,[PUT] /v2/self/applications/:XXX/dependencies/:XXX,true,,,,PERSONAL_ORGA,,,,
remote-cc-api-v2,[DELETE] /v2/self/applications/:XXX/dependencies/:XXX,true,,,,PERSONAL_ORGA,,,,
remote-cc-api-v2,[GET] /v2/self/applications/:XXX/dependencies,true,,,,PERSONAL_ORGA,,,,
remote-cc-api-v2,[GET] /v2/self/applications/:XXX/dependencies/env,false,,,,,,,,
remote-cc-api-v2,[GET] /v2/self/applications/:XXX/dependents,false,,,,,,,,
remote-cc-api-v2,[PUT] /v2/self/applications/:XXX/tags/:XXX,false,,,,,,,,
remote-cc-api-v2,[DELETE] /v2/self/applications/:XXX/tags/:XXX,false,,,,,,,,
remote-cc-api-v2,[GET] /v2/self/applications/:XXX/tags,false,,,,,,,,
remote-cc-api-v2,[PUT] /v2/self/applications/:XXX/vhosts/:XXX,false,,,,,,,,
remote-cc-api-v2,[DELETE] /v2/self/applications/:XXX/vhosts/:XXX,false,,,,,,,,
remote-cc-api-v2,[GET] /v2/self/applications/:XXX/vhosts/favourite,true,,,,PERSONAL_ORGA,,,,
remote-cc-api-v2,[PUT] /v2/self/applications/:XXX/vhosts/favourite,false,,,,,,,,
remote-cc-api-v2,[DELETE] /v2/self/applications/:XXX/vhosts/favourite,false,,,,,,,,
remote-cc-api-v2,[GET] /v2/self/applications/:XXX/vhosts,true,,,,PERSONAL_ORGA,,,,
remote-cc-api-v2,[GET] /v2/self/applications,false,,,,,,,,
remote-cc-api-v2,[POST] /v2/self/applications,true,,,,PERSONAL_ORGA,,,,
remote-cc-api-v2,[GET] /v2/self/applications/:XXX,true,,,,PERSONAL_ORGA,,,,
remote-cc-api-v2,[PUT] /v2/self/applications/:XXX,true,,,,PERSONAL_ORGA,,,,
remote-cc-api-v2,[DELETE] /v2/self/applications/:XXX,false,,,,,,,,
remote-cc-api-v2,[PUT] /v2/self/applications/:XXX/env/:XXX,false,,,,,,,,
remote-cc-api-v2,[DELETE] /v2/self/applications/:XXX/env/:XXX,false,,,,,,,,
remote-cc-api-v2,[GET] /v2/self/applications/:XXX/env,false,,,,,,,,
remote-cc-api-v2,[PUT] /v2/self/applications/:XXX/env,false,,,,,,,,
remote-cc-api-v2,[GET] /v2/self/applications/:XXX/addons,true,,,,PERSONAL_ORGA,,,,
remote-cc-api-v2,[POST] /v2/self/applications/:XXX/addons,true,,,,PERSONAL_ORGA,,,,
remote-cc-api-v2,[GET] /v2/self/applications/:XXX/branches,false,,,,,,,,
remote-cc-api-v2,[GET] /v2/self/applications/:XXX/instances/:XXX,false,,,,,,,,
remote-cc-api-v2,[GET] /v2/self/applications/:XXX/instances,true,,,,PERSONAL_ORGA,,,,
remote-cc-api-v2,[POST] /v2/self/applications/:XXX/instances,true,,,,PERSONAL_ORGA,,,,
remote-cc-api-v2,[DELETE] /v2/self/applications/:XXX/instances,false,,,,,,,,
remote-cc-api-v2,[GET] /v2/self/applications/:XXX/addons/env,false,,,,,,,,
remote-cc-api-v2,[GET] /v2/self/applications/:XXX/exposed_env,false,,,,,,,,
remote-cc-api-v2,[PUT] /v2/self/applications/:XXX/exposed_env,false,,,,,,,,
remote-cc-api-v2,[PUT] /v2/self/applications/:XXX/branch,false,,,,,,,,
remote-cc-api-v2,[PUT] /v2/self/applications/:XXX/buildflavor,false,,,,,,,,
remote-cc-api-v2,[DELETE] /v2/self/applications/:XXX/addons/:XXX,true,,,,PERSONAL_ORGA,,,,
remote-cc-api-v2,[DELETE] /v2/self/applications/:XXX/deployments/:XXX/instances,true,,,,PERSONAL_ORGA,,,,
remote-cc-api-v2,[GET] /v2/self/applications/:XXX/deployments/:XXX,false,,,,,,,,
remote-cc-api-v2,[GET] /v2/self/applications/:XXX/deployments,true,,,,PERSONAL_ORGA,,,,
remote-cc-api-v2,[GET] /v2/self/cli_tokens,false,,,,,,,,
remote-cc-api-v2,[GET] /v2/self/consumers,false,,,,,,,,
remote-cc-api-v2,[POST] /v2/self/consumers,true,,,,PERSONAL_ORGA,,,,
remote-cc-api-v2,[GET] /v2/self/consumers/:XXX,true,,,,PERSONAL_ORGA,,,,
remote-cc-api-v2,[PUT] /v2/self/consumers/:XXX,true,,,,PERSONAL_ORGA,,,,
remote-cc-api-v2,[DELETE] /v2/self/consumers/:XXX,true,,,,PERSONAL_ORGA,,,,
remote-cc-api-v2,[GET] /v2/self/consumers/:XXX/secret,true,,,,PERSONAL_ORGA,,,,
remote-cc-api-v2,[GET] /v2/self/consumptions,false,,,,,,,,
remote-cc-api-v2,[GET] /v2/self/credits,false,,,,,,,,
remote-cc-api-v2,[PUT] /v2/self/emails/:XXX,true,Profile,EmailAddress,Create,CreateProfileEmailAddress,false,false,,Splitter : Create / Primary et Set
remote-cc-api-v2,[DELETE] /v2/self/emails/:XXX,true,Profile,EmailAddress,Delete,DeleteProfileEmailAddress,false,false,,
remote-cc-api-v2,[GET] /v2/self/emails,true,Profile,EmailAddress,List,ListProfileEmailAddress,false,false,,
remote-cc-api-v2,[PUT] /v2/self/keys/:XXX,true,SshKey,Personal,Create,CreatePersonalSshKey,false,false,,
remote-cc-api-v2,[DELETE] /v2/self/keys/:XXX,true,SshKey,Personal,Delete,DeletePersonalSshKey,false,false,,
remote-cc-api-v2,[GET] /v2/self/keys,true,SshKey,Personal,List,ListPersonalSshKey,false,false,,
remote-cc-api-v2,[PUT] /v2/self/mfa/:XXX,false,,,,,,,,
remote-cc-api-v2,[POST] /v2/self/mfa/:XXX,true,Auth,Mfa,Create,CreateAuthMfa,false,false,,
remote-cc-api-v2,[DELETE] /v2/self/mfa/:XXX,true,Auth,Mfa,Delete,DeleteAuthMfa,false,false,,
remote-cc-api-v2,[GET] /v2/self/mfa/:XXX/backupcodes,true,Auth,MfaBackupCodes,Get,GetAuthMfaBackupCodes,false,false,,
remote-cc-api-v2,[POST] /v2/self/mfa/:XXX/confirmation,true,Auth,Mfa,Confirm,ConfirmAuthMfa,false,false,,
remote-cc-api-v2,[GET] /v2/self/payments/methods,false,,,,,,,,
remote-cc-api-v2,[POST] /v2/self/payments/methods,false,,,,,,,,
remote-cc-api-v2,[GET] /v2/self/payments/billings,false,,,,,,,,
remote-cc-api-v2,[POST] /v2/self/payments/billings,false,,,,,,,,
remote-cc-api-v2,[GET] /v2/self/payments/billings/:XXX,false,,,,,,,,
remote-cc-api-v2,[PUT] /v2/self/payments/billings/:XXX,false,,,,,,,,
remote-cc-api-v2,[DELETE] /v2/self/payments/billings/:XXX,false,,,,,,,,
remote-cc-api-v2,[GET] /v2/self/payments/recurring,false,,,,,,,,
remote-cc-api-v2,[DELETE] /v2/self/payments/recurring,false,,,,,,,,
remote-cc-api-v2,[DELETE] /v2/self/payments/methods/:XXX,false,,,,,,,,
remote-cc-api-v2,[GET] /v2/self/payments/methods/default,false,,,,,,,,
remote-cc-api-v2,[PUT] /v2/self/payments/methods/default,false,,,,,,,,
remote-cc-api-v2,[GET] /v2/self/payments/monthlyinvoice,false,,,,,,,,
remote-cc-api-v2,[GET] /v2/self/payments/billings/:XXX.pdf,false,,,,,,,,
remote-cc-api-v2,[GET] /v2/self/payments/tokens/stripe,false,,,,,,,,
remote-cc-api-v2,[GET] /v2/self/payments/fullprice/:XXX,false,,,,,,,,
remote-cc-api-v2,[PUT] /v2/self/payments/monthlyinvoice/maxcredit,false,,,,,,,,
remote-cc-api-v2,[GET] /v2/self/tokens/current,false,,,,,,,,
remote-cc-api-v2,[GET] /v2/self/tokens,true,Token,,List,ListToken,false,false,,
remote-cc-api-v2,[DELETE] /v2/self/tokens,true,Token,,Delete,DeleteToken,false,false,,A fusionner avec Token Delete
remote-cc-api-v2,[DELETE] /v2/self/tokens/:XXX,true,Token,,Delete,DeleteToken*,,,,A fusionner avec Token Delete
remote-cc-api-v2,[GET] /v2/summary,true,Organisation,Summaries,Get,GetOrganisationSummaries,false,false,,
